    0    0    0    0    0    0    0    0 0.3333333333 -0.0000000000
    0    0    0    0    0    1    0    1 0.0384589027 0.0000000000
    0    0    0    0    1    0    1    0 0.0241624427 0.0000000000
    0    0    0    0    1    1    1    1 0.1464212344 -0.0000000000
    0    0    0    0    2    0    2    0 0.0862139917 -0.0000000000
    0    0    0    0    2    1    2    1 0.1247148563 0.0000000000
    0    0    0    0    3    0    3    0 0.1276751592 -0.0000000000
    0    0    0    0    3    1    3    1 0.0897810677 -0.0000000000
    0    0    0    0    4    0    4    0 0.0978493469 0.0000000000
    0    0    0    0    4    1    4    1 0.1212127364 -0.0000000000
    0    0    0    0    5    0    5    0 0.1006908434 -0.0000000000
    0    0    0    0    5    1    5    1 0.1191930488 -0.0000000000
    0    0    0    0    6    0    6    0 0.1268164321 -0.0000000000
    0    0    0    0    6    1    6    1 0.0922285435 0.0000000000
    0    0    0    0    7    0    7    0 0.1006908434 0.0000000000
    0    0    0    0    7    1    7    1 0.1191930488 -0.0000000000
    0    0    0    0    8    0    8    0 0.0978493469 -0.0000000000
    0    0    0    0    8    1    8    1 0.1212127364 -0.0000000000
    0    0    0    0    9    0    9    0 0.1276751592 -0.0000000000
    0    0    0    0    9    1    9    1 0.0897810677 0.0000000000
    0    0    0    0   10    0   10    0 0.0862139917 0.0000000000
    0    0    0    0   10    1   10    1 0.1247148563 -0.0000000000
    0    0    0    0   11    0   11    0 0.0241624427 0.0000000000
    0    0    0    0   11    1   11    1 0.1464212344 0.0000000000
    0    0    0    1    0    1    0    0 0.2948744306 -0.0000000000
    0    0    0    1    1    1    1    0 -0.0800667417 0.0000000000
    0    0    0    1    2    1    2    0 -0.0166183071 -0.0000000000
    0    0    0    1    3    1    3    0 0.0073875253 -0.0000000000
    0    0    0    1    4    1    4    0 0.0124764797 -0.0000000000
    0    0    0    1    5    1    5    0 0.0119679812 -0.0000000000
    0    0    0    1    6    1    6    0 0.0014983610 -0.0000000000
    0    0    0    1    7    1    7    0 0.0119679812 0.0000000000
    0    0    0    1    8    1    8    0 0.0124764797 -0.0000000000
    0    0    0    1    9    1    9    0 0.0073875254 0.0000000000
    0    0    0    1   10    1   10    0 -0.0166183071 -0.0000000000
    0    0    0    1   11    1   11    0 -0.0800667418 -0.0000000000
    0    1    0    0    0    0    0    1 0.2948744306 -0.0000000000
    0    1    0    0    1    0    1    1 -0.0800667417 -0.0000000000
    0    1    0    0    2    0    2    1 -0.0166183071 0.0000000000
    0    1    0    0    3    0    3    1 0.0073875253 0.0000000000
    0    1    0    0    4    0    4    1 0.0124764797 0.0000000000
    0    1    0    0    5    0    5    1 0.0119679812 0.0000000000
    0    1    0    0    6    0    6    1 0.0014983610 0.0000000000
    0    1    0    0    7    0    7    1 0.0119679812 -0.0000000000
    0    1    0    0    8    0    8    1 0.0124764797 0.0000000000
    0    1    0    0    9    0    9    1 0.0073875254 -0.0000000000
    0    1    0    0   10    0   10    1 -0.0166183071 0.0000000000
    0    1    0    0   11    0   11    1 -0.0800667418 0.0000000000
    0    1    0    1    0    0    0    0 0.0384589027 0.0000000000
    0    1    0    1    0    1    0    1 0.3333333333 -0.0000000000
    0    1    0    1    1    0    1    0 0.1464212344 -0.0000000000
    0    1    0    1    1    1    1    1 0.0241624427 -0.0000000000
    0    1    0    1    2    0    2    0 0.1247148563 -0.0000000000
    0    1    0    1    2    1    2    1 0.0862139917 -0.0000000000
    0    1    0    1    3    0    3    0 0.0897810676 -0.0000000000
    0    1    0    1    3    1    3    1 0.1276751592 -0.0000000000
    0    1    0    1    4    0    4    0 0.1212127364 -0.0000000000
    0    1    0    1    4    1    4    1 0.0978493469 -0.0000000000
    0    1    0    1    5    0    5    0 0.1191930488 0.0000000000
    0    1    0    1    5    1    5    1 0.1006908433 -0.0000000000
    0    1    0    1    6    0    6    0 0.0922285435 0.0000000000
    0    1    0    1    6    1    6    1 0.1268164321 -0.0000000000
    0    1    0    1    7    0    7    0 0.1191930488 -0.0000000000
    0    1    0    1    7    1    7    1 0.1006908434 -0.0000000000
    0    1    0    1    8    0    8    0 0.1212127364 -0.0000000000
    0    1    0    1    8    1    8    1 0.0978493469 0.0000000000
    0    1    0    1    9    0    9    0 0.0897810677 0.0000000000
    0    1    0    1    9    1    9    1 0.1276751592 -0.0000000000
    0    1    0    1   10    0   10    0 0.1247148563 -0.0000000000
    0    1    0    1   10    1   10    1 0.0862139917 0.0000000000
    0    1    0    1   11    0   11    0 0.1464212344 -0.0000000000
    0    1    0    1   11    1   11    1 0.0241624427 0.0000000000
