i=0 isite1=1 tmp_V=4.000000 
i=1 isite1=2 tmp_V=4.000000 
i=2 isite1=3 tmp_V=4.000000 
i=3 isite1=4 tmp_V=4.000000 
i=4 isite1=5 tmp_V=4.000000 
i=5 isite1=6 tmp_V=4.000000 
i=6 isite1=7 tmp_V=4.000000 
i=7 isite1=8 tmp_V=4.000000 
i=8 isite1=9 tmp_V=4.000000 
i=9 isite1=10 tmp_V=4.000000 
i=10 isite1=11 tmp_V=4.000000 
i=11 isite1=12 tmp_V=4.000000 
