 # time, N, N^2, D, D^2, Sz, Sz^2, step_i 
0.0000000000000000 8.0000000000000000 64.0000000000000000 0.4615068321291793 0.5892033939209671 0.0000000000000000 0.0000000000000000 0
0.0010000000000000 7.9999999999999956 63.9999999999999645 0.4615068584754399 0.5892034351021588 0.0000000000000000 0.0000000000000000 1
0.0020000000000000 7.9999999999999911 63.9999999999999289 0.4615069347525479 0.5892035535941114 0.0000000000000000 0.0000000000000000 2
0.0030000000000000 7.9999999999999964 63.9999999999999716 0.4615070465060170 0.5892037222662727 0.0000000000000000 0.0000000000000000 3
0.0040000000000000 8.0000000000000036 64.0000000000000284 0.4615071670685696 0.5892038904840367 0.0000000000000000 0.0000000000000000 4
0.0050000000000000 8.0000000000000018 64.0000000000000142 0.4615072612920404 0.5892039901468722 0.0000000000000000 0.0000000000000000 5
0.0060000000000000 8.0000000000000036 64.0000000000000284 0.4615072910046945 0.5892039445198805 0.0000000000000000 0.0000000000000000 6
0.0070000000000000 7.9999999999999858 63.9999999999998863 0.4615072220350943 0.5892036796037781 0.0000000000000000 0.0000000000000000 7
0.0080000000000000 8.0000000000000107 64.0000000000000853 0.4615070325982107 0.5892031377152981 0.0000000000000000 0.0000000000000000 8
0.0090000000000000 7.9999999999999947 63.9999999999999574 0.4615067228000996 0.5892022928865579 0.0000000000000000 0.0000000000000000 9
0.0100000000000000 7.9999999999999920 63.9999999999999361 0.4615063249852300 0.5892011676399804 0.0000000000000000 0.0000000000000000 10
0.0110000000000000 7.9999999999999973 63.9999999999999787 0.4615059146263886 0.5891998506562389 0.0000000000000000 0.0000000000000000 11
0.0120000000000000 7.9999999999999964 63.9999999999999716 0.4615056214416133 0.5891985148275132 0.0000000000000000 0.0000000000000000 12
0.0130000000000000 8.0000000000000000 64.0000000000000000 0.4615056404160912 0.5891974351776305 0.0000000000000000 0.0000000000000000 13
0.0140000000000000 8.0000000000000036 64.0000000000000284 0.4615062424095715 0.5891970061346409 0.0000000000000000 0.0000000000000000 14
0.0150000000000000 7.9999999999999947 63.9999999999999574 0.4615077840412778 0.5891977576596081 0.0000000000000000 0.0000000000000000 15
0.0160000000000000 8.0000000000000000 64.0000000000000000 0.4615107165640249 0.5892003697671774 0.0000000000000000 0.0000000000000000 16
0.0170000000000000 8.0000000000000036 64.0000000000000284 0.4615155934666685 0.5892056850176980 0.0000000000000000 0.0000000000000000 17
0.0180000000000000 7.9999999999999964 63.9999999999999716 0.4615230765779718 0.5892147186156085 0.0000000000000000 0.0000000000000000 18
0.0190000000000000 7.9999999999999911 63.9999999999999289 0.4615339404845202 0.5892286658128645 0.0000000000000000 0.0000000000000000 19
0.0200000000000000 7.9999999999999893 63.9999999999999147 0.4615490751190467 0.5892489063870453 0.0000000000000000 0.0000000000000000 20
0.0210000000000000 7.9999999999999929 63.9999999999999432 0.4615694864221804 0.5892770060394117 0.0000000000000000 0.0000000000000000 21
0.0220000000000000 7.9999999999999973 63.9999999999999787 0.4615962950287641 0.5893147146361786 0.0000000000000000 0.0000000000000000 22
0.0230000000000000 7.9999999999999982 63.9999999999999858 0.4616307329781121 0.5893639612942982 0.0000000000000000 0.0000000000000000 23
0.0240000000000000 8.0000000000000036 64.0000000000000284 0.4616741384945819 0.5894268463889973 0.0000000000000000 0.0000000000000000 24
0.0250000000000000 8.0000000000000018 64.0000000000000142 0.4617279489293551 0.5895056306319586 0.0000000000000000 0.0000000000000000 25
0.0260000000000000 8.0000000000000000 64.0000000000000000 0.4617936919952307 0.5896027214346744 0.0000000000000000 0.0000000000000000 26
0.0270000000000000 7.9999999999999991 63.9999999999999929 0.4618729754626041 0.5897206568294567 0.0000000000000000 0.0000000000000000 27
0.0280000000000000 8.0000000000000018 64.0000000000000142 0.4619674755158025 0.5898620872695909 0.0000000000000000 0.0000000000000000 28
0.0290000000000000 7.9999999999999964 63.9999999999999716 0.4620789239940438 0.5900297556693517 0.0000000000000000 0.0000000000000000 29
0.0300000000000000 7.9999999999999956 63.9999999999999645 0.4622090947600322 0.5902264760732880 0.0000000000000000 0.0000000000000000 30
0.0310000000000000 8.0000000000000000 64.0000000000000000 0.4623597894514838 0.5904551113622952 0.0000000000000000 0.0000000000000000 31
0.0320000000000000 7.9999999999999982 63.9999999999999858 0.4625328228765969 0.5907185504114667 0.0000000000000000 0.0000000000000000 32
0.0330000000000000 8.0000000000000000 64.0000000000000000 0.4627300083140083 0.5910196851121047 0.0000000000000000 0.0000000000000000 33
0.0340000000000000 7.9999999999999938 63.9999999999999503 0.4629531429712234 0.5913613876580646 0.0000000000000000 0.0000000000000000 34
0.0350000000000000 8.0000000000000036 64.0000000000000284 0.4632039938436518 0.5917464884759681 0.0000000000000000 0.0000000000000000 35
0.0360000000000000 8.0000000000000036 64.0000000000000284 0.4634842841995665 0.5921777551505817 0.0000000000000000 0.0000000000000000 36
0.0370000000000000 8.0000000000000018 64.0000000000000142 0.4637956808954650 0.5926578726621756 0.0000000000000000 0.0000000000000000 37
0.0380000000000000 7.9999999999999982 63.9999999999999858 0.4641397827020796 0.5931894252133185 0.0000000000000000 0.0000000000000000 38
0.0390000000000000 8.0000000000000000 64.0000000000000000 0.4645181097944429 0.5937748798793948 0.0000000000000000 0.0000000000000000 39
0.0400000000000000 8.0000000000000036 64.0000000000000284 0.4649320945309486 0.5944165722718280 0.0000000000000000 0.0000000000000000 40
