 # time, N, N^2, D, D^2, Sz, Sz^2, step_i 
0.0000000000000000 8.0000000000000000 64.0000000000000000 0.4615068321291793 0.5892033939209671 0.0000000000000000 0.0000000000000000 0
0.0010000000000000 8.0000000000000089 64.0000000000000711 0.4615068387172338 0.5892034042185925 0.0000000000000000 0.0000000000000000 1
0.0020000000000000 8.0000000000000018 64.0000000000000142 0.4615068578602007 0.5892034339617521 0.0000000000000000 0.0000000000000000 2
0.0030000000000000 8.0000000000000107 64.0000000000000853 0.4615068861528799 0.5892034767128738 0.0000000000000000 0.0000000000000000 3
0.0040000000000000 8.0000000000000107 64.0000000000000853 0.4615069169311151 0.5892035198345731 0.0000000000000000 0.0000000000000000 4
0.0050000000000000 7.9999999999999982 63.9999999999999858 0.4615069405023029 0.5892035448658417 0.0000000000000000 0.0000000000000000 5
0.0060000000000000 7.9999999999999964 63.9999999999999716 0.4615069444870730 0.5892035280797360 0.0000000000000000 0.0000000000000000 6
0.0070000000000000 8.0000000000000000 64.0000000000000000 0.4615069142674236 0.5892034412150057 0.0000000000000000 0.0000000000000000 7
0.0080000000000000 8.0000000000000018 64.0000000000000142 0.4615068335352039 0.5892032523718368 0.0000000000000000 0.0000000000000000 8
0.0090000000000000 7.9999999999999787 63.9999999999998295 0.4615066849334395 0.5892029270596030 0.0000000000000000 0.0000000000000000 9
0.0100000000000000 8.0000000000000071 64.0000000000000568 0.4615064507817443 0.5892024293825686 0.0000000000000000 0.0000000000000000 10
0.0110000000000000 7.9999999999999956 63.9999999999999645 0.4615061138759384 0.5892017233475870 0.0000000000000000 0.0000000000000000 11
0.0120000000000000 8.0000000000000000 64.0000000000000000 0.4615056583510036 0.5892007742763072 0.0000000000000000 0.0000000000000000 12
0.0130000000000000 7.9999999999999973 63.9999999999999787 0.4615050705956503 0.5891995503029792 0.0000000000000000 0.0000000000000000 13
0.0140000000000000 8.0000000000000071 64.0000000000000568 0.4615043402061370 0.5891980239378884 0.0000000000000000 0.0000000000000000 14
0.0150000000000000 7.9999999999999991 63.9999999999999929 0.4615034609664423 0.5891961736756339 0.0000000000000000 0.0000000000000000 15
0.0160000000000000 7.9999999999999982 63.9999999999999858 0.4615024318415842 0.5891939856268711 0.0000000000000000 0.0000000000000000 16
0.0170000000000000 8.0000000000000124 64.0000000000000995 0.4615012579707254 0.5891914551519470 0.0000000000000000 0.0000000000000000 17
0.0180000000000000 7.9999999999999947 63.9999999999999574 0.4614999516467442 0.5891885884748440 0.0000000000000000 0.0000000000000000 18
0.0190000000000000 7.9999999999999964 63.9999999999999716 0.4614985332691276 0.5891854042561600 0.0000000000000000 0.0000000000000000 19
0.0200000000000000 8.0000000000000036 64.0000000000000284 0.4614970322574311 0.5891819351044244 0.0000000000000000 0.0000000000000000 20
0.0210000000000000 7.9999999999999991 63.9999999999999929 0.4614954879130684 0.5891782290059037 0.0000000000000000 0.0000000000000000 21
0.0220000000000000 8.0000000000000000 64.0000000000000000 0.4614939502178457 0.5891743506540703 0.0000000000000000 0.0000000000000000 22
0.0230000000000000 7.9999999999999947 63.9999999999999574 0.4614924805585000 0.5891703826612439 0.0000000000000000 0.0000000000000000 23
0.0240000000000000 7.9999999999999956 63.9999999999999645 0.4614911523673659 0.5891664266363423 0.0000000000000000 0.0000000000000000 24
0.0250000000000000 7.9999999999999982 63.9999999999999858 0.4614900516703710 0.5891626041143785 0.0000000000000000 0.0000000000000000 25
0.0260000000000000 7.9999999999999893 63.9999999999999147 0.4614892775346326 0.5891590573250560 0.0000000000000000 0.0000000000000000 26
0.0270000000000000 7.9999999999999911 63.9999999999999289 0.4614889424091126 0.5891559497897823 0.0000000000000000 0.0000000000000000 27
0.0280000000000000 8.0000000000000036 64.0000000000000284 0.4614891723530181 0.5891534667383391 0.0000000000000000 0.0000000000000000 28
0.0290000000000000 8.0000000000000036 64.0000000000000284 0.4614901071478785 0.5891518153385134 0.0000000000000000 0.0000000000000000 29
0.0300000000000000 8.0000000000000000 64.0000000000000000 0.4614919002904774 0.5891512247339947 0.0000000000000000 0.0000000000000000 30
0.0310000000000000 7.9999999999999929 63.9999999999999432 0.4614947188651130 0.5891519458879463 0.0000000000000000 0.0000000000000000 31
0.0320000000000000 8.0000000000000053 64.0000000000000426 0.4614987432948518 0.5891542512315933 0.0000000000000000 0.0000000000000000 32
0.0330000000000000 7.9999999999999964 63.9999999999999716 0.4615041669726578 0.5891584341191544 0.0000000000000000 0.0000000000000000 33
0.0340000000000000 8.0000000000000036 64.0000000000000284 0.4615111957744098 0.5891648080922689 0.0000000000000000 0.0000000000000000 34
0.0350000000000000 8.0000000000000000 64.0000000000000000 0.4615200474568911 0.5891737059588357 0.0000000000000000 0.0000000000000000 35
