Read File starts:   Wed Dec 12 15:59:41 2018
Read File finishes: Wed Dec 12 15:59:41 2018
initial sz : Wed Dec 12 15:59:41 2018
omp parallel sz starts: Wed Dec 12 15:59:41 2018
mid omp parallel sz : Wed Dec 12 15:59:41 2018
omp parallel sz finishes: Wed Dec 12 15:59:41 2018
diagonal calculation starts:   Wed Dec 12 15:59:41 2018
diagonal calculation finishes: Wed Dec 12 15:59:41 2018
Reading an input Eigenvector starts: Wed Dec 12 15:59:41 2018
step 0:expec_cisajs begins: Wed Dec 12 15:59:41 2018
step 0:expec_cisajs finishes: Wed Dec 12 15:59:41 2018
step 0:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:41 2018
step 0:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:41 2018
step 20:expec_cisajs begins: Wed Dec 12 15:59:43 2018
step 20:expec_cisajs finishes: Wed Dec 12 15:59:43 2018
step 20:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:43 2018
step 20:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:43 2018
step 40:expec_cisajs begins: Wed Dec 12 15:59:45 2018
step 40:expec_cisajs finishes: Wed Dec 12 15:59:45 2018
step 40:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:45 2018
step 40:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:45 2018
step 60:expec_cisajs begins: Wed Dec 12 15:59:47 2018
step 60:expec_cisajs finishes: Wed Dec 12 15:59:47 2018
step 60:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:47 2018
step 60:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:47 2018
step 80:expec_cisajs begins: Wed Dec 12 15:59:49 2018
step 80:expec_cisajs finishes: Wed Dec 12 15:59:49 2018
step 80:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:49 2018
step 80:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:49 2018
step 100:expec_cisajs begins: Wed Dec 12 15:59:51 2018
step 100:expec_cisajs finishes: Wed Dec 12 15:59:51 2018
step 100:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:51 2018
step 100:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:51 2018
step 120:expec_cisajs begins: Wed Dec 12 15:59:53 2018
step 120:expec_cisajs finishes: Wed Dec 12 15:59:53 2018
step 120:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:53 2018
step 120:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:53 2018
step 140:expec_cisajs begins: Wed Dec 12 15:59:55 2018
step 140:expec_cisajs finishes: Wed Dec 12 15:59:55 2018
step 140:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:55 2018
step 140:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:55 2018
step 160:expec_cisajs begins: Wed Dec 12 15:59:57 2018
step 160:expec_cisajs finishes: Wed Dec 12 15:59:57 2018
step 160:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:57 2018
step 160:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:57 2018
step 180:expec_cisajs begins: Wed Dec 12 15:59:58 2018
step 180:expec_cisajs finishes: Wed Dec 12 15:59:58 2018
step 180:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:58 2018
step 180:expec_cisajscktaltdc finishes: Wed Dec 12 15:59:58 2018
step 200:expec_cisajs begins: Wed Dec 12 16:00:00 2018
step 200:expec_cisajs finishes: Wed Dec 12 16:00:00 2018
step 200:expec_cisajscktaltdc finishes: Wed Dec 12 16:00:00 2018
step 200:expec_cisajscktaltdc finishes: Wed Dec 12 16:00:00 2018
